source country,source sector,source sector group,color,target country,target sector,target sector group,amount,year
USA,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,China,Manufacture of textiles,Manufacture and production,866.375135137,2020
RoW America,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Plastics,Manufacture and production,836.353109567,2020
RoW Europe,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,China,Processing of food products,Manufacture and production,833.341428297,2020
Brazil,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,RoW Asia and Pacific,Chemicals,Manufacture and production,820.12339038,2020
Brazil,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Plastics,Manufacture and production,813.295419107,2020
RoW Asia and Pacific,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,South Korea,Processing of food products,Manufacture and production,799.434049045,2020
RoW Asia and Pacific,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,780.367397657,2020
RoW Africa,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,India,Processing of food products,Manufacture and production,777.418334429,2020
RoW Africa,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Manufacture of tobacco products,Manufacture and production,772.372221764,2020
RoW Asia and Pacific,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,India,Processing of food products,Manufacture and production,763.377039246,2020
Russia,Cultivation of wheat,"Agriculture, forestry and fishing",lime,Turkey,Processing of food products,Manufacture and production,759.088732093,2020
Australia,Cattle farming,"Agriculture, forestry and fishing",lime,Indonesia,Processing of meat cattle,Manufacture and production,742.93230254,2020
Canada,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,China,Processing of food products,Manufacture and production,734.96004214,2020
RoW America,Fishing,"Agriculture, forestry and fishing",lime,China,Manufacture of fish products,Manufacture and production,734.292877862,2020
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,China,Manufacture of textiles,Manufacture and production,724.890934676,2020
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,Indonesia,Processing of food products,Manufacture and production,708.587565647,2020
RoW Africa,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,706.216212901,2020
Russia,Forestry,"Agriculture, forestry and fishing",lime,China,Paper,Manufacture and production,702.186008013,2020
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,India,Manufacture of wood products,Manufacture and production,699.745131702,2020
Brazil,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,China,Manufacture of textiles,Manufacture and production,697.598822382,2020
USA,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,695.900566898,2020
RoW Africa,Cultivation of crops,"Agriculture, forestry and fishing",lime,Netherlands,Manufacture of tobacco products,Manufacture and production,693.919012168,2020
USA,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,Indonesia,Processing vegetable oils and fats,Manufacture and production,687.662591169,2020
RoW Asia and Pacific,Fishing,"Agriculture, forestry and fishing",lime,USA,Manufacture of fish products,Manufacture and production,685.657288011,2020
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,South Korea,Manufacture of wood products,Manufacture and production,678.905026517,2020
RoW America,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,Brazil,Chemicals,Manufacture and production,674.914759728,2020
USA,Cultivation of wheat,"Agriculture, forestry and fishing",lime,Japan,Processing of food products,Manufacture and production,673.640555224,2020
Canada,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,USA,Processing of food products,Manufacture and production,673.164325701,2020
RoW America,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Chemicals,Manufacture and production,655.397505617,2020
Russia,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Asia and Pacific,Chemicals,Manufacture and production,643.2310567,2020
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Manufacture of tobacco products,Manufacture and production,642.460195059,2020
USA,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,Japan,Processing vegetable oils and fats,Manufacture and production,641.558940643,2020
India,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,640.631210091,2020
RoW Europe,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,635.494205791,2020
Australia,Cattle farming,"Agriculture, forestry and fishing",lime,RoW Asia and Pacific,Chemicals,Manufacture and production,620.688267409,2020
USA,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,Mexico,Processing of food products,Manufacture and production,619.466839469,2020
RoW Africa,Cultivation of crops,"Agriculture, forestry and fishing",lime,Netherlands,Processing of food products,Manufacture and production,617.363134008,2020
Brazil,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,RoW Asia and Pacific,Chemicals,Manufacture and production,615.610323913,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,69376.5196175,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,India,Petroleum Refinery,Manufacture and production,51026.4229128,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,Japan,Petroleum Refinery,Manufacture and production,43861.588372,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,39012.0383123,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,South Korea,Petroleum Refinery,Manufacture and production,37362.6346126,2020
Canada,Extraction of crude petroleum,Extraction and mining,orange,USA,Petroleum Refinery,Manufacture and production,31135.5189527,2020
RoW America,Extraction of crude petroleum,Extraction and mining,orange,USA,Petroleum Refinery,Manufacture and production,28421.2326491,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,RoW Asia and Pacific,Petroleum Refinery,Manufacture and production,24618.7645312,2020
Australia,Mining of iron,Extraction and mining,orange,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,24531.8383618,2020
Brazil,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,22685.6065034,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,USA,Petroleum Refinery,Manufacture and production,22650.250227,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,20040.2655182,2020
RoW America,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,19940.2968568,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,Italy,Petroleum Refinery,Manufacture and production,18088.0704365,2020
Brazil,Mining of iron,Extraction and mining,orange,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,15185.7325182,2020
RoW Asia and Pacific,Extraction of natural gas,Extraction and mining,orange,China,Manufacture of textiles,Manufacture and production,13750.448959,2020
USA,Extraction of crude petroleum,Extraction and mining,orange,Canada,Petroleum Refinery,Manufacture and production,12397.7113515,2020
RoW America,Extraction of crude petroleum,Extraction and mining,orange,India,Petroleum Refinery,Manufacture and production,11839.0626285,2020
USA,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,9892.34106286,2020
United Kingdom,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,8830.92049284,2020
RoW Asia and Pacific,Extraction of natural gas,Extraction and mining,orange,China,Manufacture of furniture,Manufacture and production,8675.12511419,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,Taiwan,Petroleum Refinery,Manufacture and production,7999.99607672,2020
United Kingdom,Extraction of crude petroleum,Extraction and mining,orange,Netherlands,Petroleum Refinery,Manufacture and production,7818.46425108,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,Italy,Petroleum Refinery,Manufacture and production,7635.76005077,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,Germany,Petroleum Refinery,Manufacture and production,7459.14678534,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,India,Petroleum Refinery,Manufacture and production,7335.8846354,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,Netherlands,Petroleum Refinery,Manufacture and production,7116.39010883,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,RoW Europe,Petroleum Refinery,Manufacture and production,6699.60353791,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,South Korea,Petroleum Refinery,Manufacture and production,6697.25184215,2020
USA,Extraction of crude petroleum,Extraction and mining,orange,South Korea,Petroleum Refinery,Manufacture and production,6621.49432288,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,RoW Asia and Pacific,Chemicals,Manufacture and production,6204.93399335,2020
Mexico,Extraction of crude petroleum,Extraction and mining,orange,USA,Petroleum Refinery,Manufacture and production,6182.81754136,2020
Australia,"Mining of coal, lignite and peat",Extraction and mining,orange,India,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,5984.07292857,2020
RoW Asia and Pacific,Extraction of natural gas,Extraction and mining,orange,China,Manufacture of wearing apparel,Manufacture and production,5926.61897312,2020
Norway,Extraction of crude petroleum,Extraction and mining,orange,United Kingdom,Petroleum Refinery,Manufacture and production,5636.59066462,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,Australia,Petroleum Refinery,Manufacture and production,5611.6973714,2020
RoW America,Mining of copper,Extraction and mining,orange,China,Copper production,Manufacture and production,5373.57743388,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,Netherlands,Petroleum Refinery,Manufacture and production,5293.74062505,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,India,Petroleum Refinery,Manufacture and production,5270.46051467,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,Spain,Petroleum Refinery,Manufacture and production,5194.1631818,2020
RoW Middle East,Extraction of natural gas,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,5127.35636894,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,USA,Petroleum Refinery,Manufacture and production,4919.82354275,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,France,Petroleum Refinery,Manufacture and production,4907.59697768,2020
USA,Extraction of crude petroleum,Extraction and mining,orange,India,Petroleum Refinery,Manufacture and production,4709.4609796,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,Spain,Petroleum Refinery,Manufacture and production,4629.96916436,2020
Australia,Extraction of crude petroleum,Extraction and mining,orange,RoW Asia and Pacific,Petroleum Refinery,Manufacture and production,4611.69611494,2020
Brazil,Extraction of crude petroleum,Extraction and mining,orange,RoW America,Petroleum Refinery,Manufacture and production,4571.56248785,2020
RoW Middle East,Extraction of natural gas,Extraction and mining,orange,South Korea,Petroleum Refinery,Manufacture and production,4533.92427829,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,Greece,Petroleum Refinery,Manufacture and production,4394.54731886,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,South Korea,Petroleum Refinery,Manufacture and production,4332.17295581,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,Poland,Petroleum Refinery,Manufacture and production,4293.75871293,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,Taiwan,Petroleum Refinery,Manufacture and production,4235.68791604,2020
RoW Middle East,Extraction of natural gas,Extraction and mining,orange,India,Petroleum Refinery,Manufacture and production,4197.50293531,2020
RoW Asia and Pacific,Mining of copper,Extraction and mining,orange,China,Copper production,Manufacture and production,4144.67258515,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,France,Petroleum Refinery,Manufacture and production,4101.68879157,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,France,Petroleum Refinery,Manufacture and production,3836.76951461,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,3721.13577169,2020
United Kingdom,Extraction of crude petroleum,Extraction and mining,orange,South Korea,Petroleum Refinery,Manufacture and production,3592.48104801,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,Italy,Petroleum Refinery,Manufacture and production,3390.44925884,2020
USA,Extraction of crude petroleum,Extraction and mining,orange,United Kingdom,Petroleum Refinery,Manufacture and production,3362.31845225,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,Finland,Petroleum Refinery,Manufacture and production,3267.23546892,2020
United Kingdom,Extraction of crude petroleum,Extraction and mining,orange,Germany,Petroleum Refinery,Manufacture and production,3107.98563259,2020
RoW Middle East,Extraction of natural gas,Extraction and mining,orange,RoW Asia and Pacific,Chemicals,Manufacture and production,3053.79487926,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,Netherlands,Petroleum Refinery,Manufacture and production,2976.97229283,2020
Brazil,Extraction of crude petroleum,Extraction and mining,orange,USA,Petroleum Refinery,Manufacture and production,2966.05315183,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,Germany,Petroleum Refinery,Manufacture and production,2923.78682292,2020
RoW Middle East,Mining of iron,Extraction and mining,orange,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,2817.84579127,2020
Australia,Mining of iron,Extraction and mining,orange,Taiwan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,2750.1709234,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,China,Chemicals,Manufacture and production,2721.89227012,2020
Norway,Extraction of natural gas,Extraction and mining,orange,United Kingdom,Manufacture of gas,Manufacture and production,2708.37294053,2020
Australia,"Mining of coal, lignite and peat",Extraction and mining,orange,Japan,Production of electricity by coal,Utilities,2653.22951337,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,Japan,Petroleum Refinery,Manufacture and production,2647.92960489,2020
USA,Extraction of natural gas,Extraction and mining,orange,Canada,Manufacture of wood products,Manufacture and production,2647.40850387,2020
Norway,Extraction of natural gas,Extraction and mining,orange,United Kingdom,Production of electricity by gas,Utilities,2601.87215282,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,Spain,Petroleum Refinery,Manufacture and production,2598.99523544,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,United Kingdom,Petroleum Refinery,Manufacture and production,2564.00443662,2020
RoW Middle East,Mining of copper,Extraction and mining,orange,China,Copper production,Manufacture and production,2525.14761297,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,Italy,Petroleum Refinery,Manufacture and production,2500.46838718,2020
Australia,"Mining of coal, lignite and peat",Extraction and mining,orange,India,Production of electricity by coal,Utilities,2499.93241871,2020
RoW Middle East,Extraction of crude petroleum,Extraction and mining,orange,South Africa,Petroleum Refinery,Manufacture and production,2477.30463977,2020
Brazil,Extraction of crude petroleum,Extraction and mining,orange,Taiwan,Petroleum Refinery,Manufacture and production,2430.06914929,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,Switzerland,Petroleum Refinery,Manufacture and production,2336.65036249,2020
Australia,"Mining of coal, lignite and peat",Extraction and mining,orange,China,"Mining of coal, lignite and peat",Extraction and mining,2313.93292688,2020
Australia,"Mining of coal, lignite and peat",Extraction and mining,orange,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,2289.89224207,2020
USA,Extraction of crude petroleum,Extraction and mining,orange,RoW Asia and Pacific,Petroleum Refinery,Manufacture and production,2277.63273155,2020
RoW Africa,Extraction of crude petroleum,Extraction and mining,orange,Taiwan,Petroleum Refinery,Manufacture and production,2269.68690528,2020
RoW America,Extraction of crude petroleum,Extraction and mining,orange,Taiwan,Petroleum Refinery,Manufacture and production,2221.15156358,2020
Norway,Extraction of crude petroleum,Extraction and mining,orange,Netherlands,Petroleum Refinery,Manufacture and production,2203.43964105,2020
South Africa,"Mining of coal, lignite and peat",Extraction and mining,orange,India,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,2200.07313653,2020
Australia,Mining of copper,Extraction and mining,orange,China,Copper production,Manufacture and production,2173.62743152,2020
Russia,Extraction of natural gas,Extraction and mining,orange,Italy,Production of electricity by gas,Utilities,2146.67055954,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,Austria,Petroleum Refinery,Manufacture and production,2138.23442673,2020
RoW Asia and Pacific,Extraction of natural gas,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,2096.78223619,2020
USA,Extraction of crude petroleum,Extraction and mining,orange,RoW America,Petroleum Refinery,Manufacture and production,2081.73064605,2020
RoW Asia and Pacific,"Mining of lead, zinc and tin",Extraction and mining,orange,China,"Lead, zinc and tin production",Manufacture and production,2023.86862764,2020
RoW Asia and Pacific,Extraction of crude petroleum,Extraction and mining,orange,RoW Middle East,Petroleum Refinery,Manufacture and production,2018.17884327,2020
Russia,Extraction of crude petroleum,Extraction and mining,orange,RoW Middle East,Petroleum Refinery,Manufacture and production,1993.78138112,2020
United Kingdom,Extraction of crude petroleum,Extraction and mining,orange,USA,Petroleum Refinery,Manufacture and production,1992.2686882,2020
Australia,Extraction of natural gas,Extraction and mining,orange,China,Petroleum Refinery,Manufacture and production,1951.46232379,2020
Australia,Mining of iron,Extraction and mining,orange,Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,1864.54662272,2020
South Korea,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of communication equipment,Manufacture and production,34561.8730632,2020
China,Manufacture of office machinery and computers,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,30530.2293632,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,China,Chemicals,Manufacture and production,28575.5105778,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,China,Health and social work,Services,20951.9213184,2020
China,Manufacture of communication equipment,Manufacture and production,red,South Korea,Manufacture of communication equipment,Manufacture and production,18381.184269,2020
RoW Asia and Pacific,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of communication equipment,Manufacture and production,15916.2600484,2020
Mexico,Manufacture of motor vehicles,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,15734.7584947,2020
Canada,Manufacture of motor vehicles,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,13257.1633187,2020
China,Tanning and dressing of leather,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,12492.1859778,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,India,Chemicals,Manufacture and production,12357.8238926,2020
Japan,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of communication equipment,Manufacture and production,12294.6279342,2020
China,Manufacture of electrical machinery,Manufacture and production,red,RoW Asia and Pacific,Construction,Utilities,11771.1680856,2020
Germany,Manufacture of motor vehicles,Manufacture and production,red,China,Manufacture of motor vehicles,Manufacture and production,11412.4258833,2020
South Korea,Chemicals,Manufacture and production,red,China,Chemicals,Manufacture and production,11038.4665559,2020
South Korea,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of office machinery and computers,Manufacture and production,10520.8671867,2020
USA,Manufacture of machinery,Manufacture and production,red,Canada,Construction,Utilities,9932.58660927,2020
USA,Manufacture of other transport equipment,Manufacture and production,red,China,Manufacture of other transport equipment,Manufacture and production,9857.94623746,2020
Japan,Manufacture of machinery,Manufacture and production,red,China,Manufacture of machinery,Manufacture and production,9427.9916535,2020
USA,Chemicals,Manufacture and production,red,Mexico,Chemicals,Manufacture and production,8614.43936886,2020
China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,Construction,Utilities,8314.12471526,2020
Japan,Chemicals,Manufacture and production,red,China,Chemicals,Manufacture and production,8302.97142208,2020
China,Manufacture of communication equipment,Manufacture and production,red,RoW Asia and Pacific,Manufacture of office machinery and computers,Manufacture and production,8098.04408236,2020
South Korea,Chemicals,Manufacture and production,red,China,Health and social work,Services,8085.34666714,2020
USA,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of communication equipment,Manufacture and production,7934.59332287,2020
China,Manufacture of textiles,Manufacture and production,red,RoW Asia and Pacific,Manufacture of textiles,Manufacture and production,7887.57338996,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,Japan,Chemicals,Manufacture and production,7794.51365427,2020
USA,Manufacture of rubber and plastic products,Manufacture and production,red,Mexico,Manufacture of motor vehicles,Manufacture and production,7662.42626046,2020
China,Manufacture of communication equipment,Manufacture and production,red,Japan,Manufacture of communication equipment,Manufacture and production,7636.28622216,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,7569.3009664,2020
China,Chemicals,Manufacture and production,red,India,Chemicals,Manufacture and production,7547.85262326,2020
South Korea,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of electrical machinery,Manufacture and production,7511.97914415,2020
Japan,Manufacture of motor vehicles,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,7221.39185578,2020
China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,7212.81980836,2020
Germany,Manufacture of machinery,Manufacture and production,red,China,Manufacture of machinery,Manufacture and production,6973.58412895,2020
China,Manufacture of textiles,Manufacture and production,red,RoW Asia and Pacific,Manufacture of wearing apparel,Manufacture and production,6945.85679801,2020
USA,Plastics,Manufacture and production,red,Canada,"Retail trade, except of motor vehicles",Utilities,6771.73745576,2020
USA,Chemicals,Manufacture and production,red,China,Chemicals,Manufacture and production,6681.69282884,2020
USA,Manufacture of office machinery and computers,Manufacture and production,red,Mexico,Manufacture of office machinery and computers,Manufacture and production,6375.18835844,2020
Germany,Manufacture of motor vehicles,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,6307.84128601,2020
RoW Asia and Pacific,Manufacture of office machinery and computers,Manufacture and production,red,China,Manufacture of office machinery and computers,Manufacture and production,6168.80135991,2020
USA,Manufacture of motor vehicles,Manufacture and production,red,Mexico,Manufacture of motor vehicles,Manufacture and production,6145.36689353,2020
Japan,Chemicals,Manufacture and production,red,China,Health and social work,Services,6087.84284283,2020
USA,Petroleum Refinery,Manufacture and production,red,RoW America,Other land transport,Services,6016.00025399,2020
RoW Middle East,Chemicals,Manufacture and production,red,China,Chemicals,Manufacture and production,5966.36998199,2020
China,Manufacture of fabricated metal products,Manufacture and production,red,RoW Asia and Pacific,Construction,Utilities,5944.87834831,2020
China,Chemicals,Manufacture and production,red,South Korea,Chemicals,Manufacture and production,5944.07063894,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,South Korea,Chemicals,Manufacture and production,5833.91584151,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,Taiwan,Chemicals,Manufacture and production,5759.48502415,2020
Japan,Manufacture of motor vehicles,Manufacture and production,red,China,Manufacture of motor vehicles,Manufacture and production,5717.64401918,2020
China,Manufacture of communication equipment,Manufacture and production,red,Mexico,Manufacture of communication equipment,Manufacture and production,5559.31156133,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,Japan,Health and social work,Services,5490.74868612,2020
RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,Indonesia,Construction,Utilities,5465.06026186,2020
USA,Plastics,Manufacture and production,red,China,Manufacture of rubber and plastic products,Manufacture and production,5442.37824728,2020
France,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,5422.26114321,2020
USA,Manufacture of communication equipment,Manufacture and production,red,Mexico,Manufacture of communication equipment,Manufacture and production,5358.77011536,2020
USA,Plastics,Manufacture and production,red,Mexico,Manufacture of rubber and plastic products,Manufacture and production,5275.93842924,2020
Germany,Manufacture of motor vehicles,Manufacture and production,red,United Kingdom,Manufacture of motor vehicles,Manufacture and production,5254.34761042,2020
South Korea,Plastics,Manufacture and production,red,China,Manufacture of rubber and plastic products,Manufacture and production,5244.58702709,2020
China,Manufacture of communication equipment,Manufacture and production,red,RoW Asia and Pacific,Manufacture of communication equipment,Manufacture and production,5236.25049737,2020
RoW Middle East,Chemicals,Manufacture and production,red,India,Chemicals,Manufacture and production,5103.07484113,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,China,Manufacture of textiles,Manufacture and production,5045.53744618,2020
China,Manufacture of communication equipment,Manufacture and production,red,USA,Post and telecommunications,Services,5043.04047657,2020
USA,Manufacture of electrical machinery,Manufacture and production,red,Mexico,Construction,Utilities,5021.75630051,2020
South Korea,Manufacture of machinery,Manufacture and production,red,China,Manufacture of machinery,Manufacture and production,5018.33393489,2020
RoW Asia and Pacific,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of office machinery and computers,Manufacture and production,5017.21280473,2020
South Korea,Manufacture of communication equipment,Manufacture and production,red,Taiwan,Manufacture of communication equipment,Manufacture and production,4937.47857455,2020
China,Manufacture of electrical machinery,Manufacture and production,red,RoW Asia and Pacific,Manufacture of electrical machinery,Manufacture and production,4916.4647318,2020
USA,Chemicals,Manufacture and production,red,China,Health and social work,Services,4893.82909011,2020
RoW America,Copper production,Manufacture and production,red,China,Copper production,Manufacture and production,4864.85412401,2020
Japan,Chemicals,Manufacture and production,red,South Korea,Chemicals,Manufacture and production,4783.73381441,2020
China,Manufacture of electrical machinery,Manufacture and production,red,USA,Construction,Utilities,4749.41136755,2020
RoW America,Copper production,Manufacture and production,red,China,Manufacture of electrical machinery,Manufacture and production,4741.13364906,2020
Germany,Manufacture of motor vehicles,Manufacture and production,red,Spain,Manufacture of motor vehicles,Manufacture and production,4733.75826751,2020
China,Manufacture of communication equipment,Manufacture and production,red,USA,Manufacture of communication equipment,Manufacture and production,4708.92817974,2020
USA,Petroleum Refinery,Manufacture and production,red,Mexico,Other land transport,Services,4538.66375053,2020
USA,Manufacture of motor vehicles,Manufacture and production,red,China,Manufacture of motor vehicles,Manufacture and production,4535.20086041,2020
France,Manufacture of motor vehicles,Manufacture and production,red,Spain,Manufacture of motor vehicles,Manufacture and production,4518.09663588,2020
USA,Manufacture of electrical machinery,Manufacture and production,red,Mexico,Manufacture of communication equipment,Manufacture and production,4502.85696299,2020
Japan,Plastics,Manufacture and production,red,China,Manufacture of rubber and plastic products,Manufacture and production,4415.34732136,2020
France,Manufacture of other transport equipment,Manufacture and production,red,China,Manufacture of other transport equipment,Manufacture and production,4362.63567813,2020
RoW Middle East,Chemicals,Manufacture and production,red,China,Health and social work,Services,4330.74948958,2020
Germany,Manufacture of motor vehicles,Manufacture and production,red,South Korea,Manufacture of motor vehicles,Manufacture and production,4316.83719291,2020
RoW Middle East,Manufacture of motor vehicles,Manufacture and production,red,China,Manufacture of motor vehicles,Manufacture and production,4286.54640722,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,Switzerland,Chemicals,Manufacture and production,4272.60941178,2020
Spain,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,4254.93217325,2020
South Korea,Petroleum Refinery,Manufacture and production,red,China,Other land transport,Services,4178.20376465,2020
China,Manufacture of rubber and plastic products,Manufacture and production,red,RoW Asia and Pacific,Construction,Utilities,4155.70225353,2020
China,Manufacture of communication equipment,Manufacture and production,red,India,Manufacture of communication equipment,Manufacture and production,4143.70756359,2020
Ireland,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,4131.36732049,2020
China,Manufacture of electrical machinery,Manufacture and production,red,USA,Manufacture of machinery,Manufacture and production,4102.8599817,2020
RoW Asia and Pacific,Chemicals,Manufacture and production,red,Germany,Plastics,Manufacture and production,4028.1307667,2020
USA,Chemicals,Manufacture and production,red,Japan,Chemicals,Manufacture and production,3995.60762807,2020
China,Manufacture of communication equipment,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,3953.95955,2020
